,가해자성별,교차로형태,기상상태,노면상태,노면상태_대분류,노인보호구역,당사자종별가해자,당사자종별피해자,도로선형,도로선형_대분류,도로선형_중분류,도로종류,도로형태,법규위반가해자,보호장구가해자_대분류,보호장구피해자_대분류,사고유형,사고유형_대분류,어린이보호구역,연령가해자,연령피해자,요일,주야,차량용도가해자,차량용도가해자_대분류,차량용도피해자,차량용도피해자_대분류,피해자성별,행동유형가해자,행동유형피해자,행동유형피해자_대분류,도로심각도지수basic
217947,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,15,83,목,주,이륜차,이륜차,보행자,보행자,남,직진중,보행자 마주보고통행,보행자,0.0068
218390,남,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로횡단보도내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,50,78,월,주,비사업용 승용차,비사업용,보행자,보행자,여,우회전중,보행자 횡단보도내,보행자,0.1168
218509,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,길가장자리구역통행중,차대사람 길가장자리구역통행중,아니오,39,62,화,주,사업용 시내버스,사업용,보행자,보행자,남,직진중,보행자 길가장자리구역통행,보행자,0.0033
218555,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,58,60,일,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.0068
218558,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,53,72,월,주,사업용 시외버스,사업용,보행자,보행자,여,진로변경중,보행자 보도통행,보행자,0.0068
219080,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,73,67,토,주,사업용 마을버스,사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
219084,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,기타불명,기타불명,안전벨트카시트,보행자,보도통행중,차대사람 보도통행중,아니오,60,72,토,야,비사업용 승용차,비사업용,보행자,보행자,남,후진중,보행자 보도통행,보행자,0.1168
219085,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,67,74,일,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
219144,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,오르막,직선,직선,기타불명,기타단일로,기타불명,안전벨트카시트,보행자,기타불명,차대사람,아니오,56,83,수,주,사업용 시내버스,사업용,보행자,보행자,여,직진중,보행자 승차중관련,보행자,0.1168
219156,남,교차로사지,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,일반국도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,기타불명,차대사람,아니오,54,65,금,주,사업용 시내버스,사업용,보행자,보행자,여,우회전중,보행자 횡단보도내,보행자,1.0
219171,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,33,72,일,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
219188,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,37,63,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.0068
219199,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,우 커브곡각,우,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,50,77,금,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
219286,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,신호위반,안전벨트카시트,보행자,기타불명,차대사람,아니오,44,72,목,주,비사업용 승용차,비사업용,보행자,보행자,남,좌회전중,보행자 횡단보도외,보행자,0.0068
219291,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,58,86,토,주,사업용 화물차,사업용,보행자,보행자,여,우회전중,보행자 기타불명,보행자,0.1168
219369,남,교차로사지,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,38,75,월,주,사업용 화물차,사업용,보행자,보행자,여,좌회전중,보행자 횡단보도내,보행자,0.1168
219386,남,교차로사지,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,30,70,목,주,사업용 시내버스,사업용,보행자,보행자,남,좌회전중,보행자 횡단보도내,보행자,0.0068
219462,남,교차로삼지,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,41,64,금,주,비사업용 화물차,비사업용,보행자,보행자,남,좌회전중,보행자 횡단보도내,보행자,0.1168
219475,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,23,71,일,야,이륜차,이륜차,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
219517,여,교차로사지,맑음,건조,포장 건조,아니오,자전거,보행자,평지,직선,직선,일반국도,교차로내,보행자보호의무위반,안전모,보행자,횡단중,차대사람 횡단중,아니오,27,77,금,주,자전거,자전거,보행자,보행자,남,직진중,보행자 횡단보도내,보행자,0.0068
219534,남,교차로사지,맑음,건조,포장 건조,아니오,화물차,보행자,내리막,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,48,72,월,주,비사업용 화물차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.0068
219539,남,교차로아님,흐림,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,50,74,월,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.1168
219550,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,58,76,수,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도내,보행자,0.1168
219552,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,70,78,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.0068
219611,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,기타불명,차대사람,아니오,43,83,목,주,비사업용 승용차,비사업용,보행자,보행자,남,좌회전중,보행자 횡단보도내,보행자,0.0068
219642,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,36,69,월,주,사업용 렌터카,사업용,보행자,보행자,여,직진중,보행자 등지고통행,보행자,0.0068
219648,남,교차로사지,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,일반국도,교차로횡단보도내,신호위반,안전모,보행자,횡단중,차대사람 횡단중,아니오,30,66,화,주,이륜차,이륜차,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.1168
219657,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로횡단보도내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,45,61,목,야,비사업용 승용차,비사업용,보행자,보행자,남,좌회전중,보행자 횡단보도내,보행자,0.0068
219669,여,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,교차로부근,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,44,61,목,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
219718,남,교차로사지,맑음,건조,포장 건조,아니오,자전거,보행자,내리막,좌 커브곡각,좌,시도,교차로부근,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,13,73,화,주,자전거,자전거,보행자,보행자,여,직진중,보행자 마주보고통행,보행자,0.1168
219749,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,기타불명,안전벨트카시트,보행자,기타불명,차대사람,아니오,42,68,금,주,비사업용 화물차,비사업용,보행자,보행자,남,후진중,보행자 기타불명,보행자,0.0068
219760,기타불명,교차로사지,맑음,건조,포장 건조,아니오,기타불명,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,0,60,일,주,기타불명,기타불명,보행자,보행자,여,기타불명,보행자 기타불명,보행자,0.0068
219764,남,교차로아님,맑음,건조,포장 건조,아니오,자전거,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,58,61,일,야,자전거,자전거,보행자,보행자,여,직진중,보행자 횡단보도외,보행자,0.0068
219781,여,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,33,72,수,주,비사업용 승용차,비사업용,보행자,보행자,여,우회전중,보행자 횡단보도외,보행자,0.0068
219816,남,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,신호위반,안전벨트카시트,보행자,기타불명,차대사람,아니오,62,65,월,주,비사업용 승용차,비사업용,보행자,보행자,여,우회전중,보행자 횡단보도외,보행자,0.0068
219841,남,교차로사지,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,직선,직선,일반국도,교차로내,신호위반,기타불명,보행자,횡단중,차대사람 횡단중,아니오,17,71,금,야,이륜차,이륜차,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.1168
219843,남,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,55,65,금,주,사업용 렌터카,사업용,보행자,보행자,남,직진중,보행자 횡단보도외,보행자,0.1168
219895,남,교차로아님,맑음,건조,포장 건조,아니오,승합차,보행자,평지,직선,직선,일반국도,기타불명,기타불명,안전벨트카시트,보행자,기타불명,차대사람,아니오,57,80,목,주,사업용 시내버스,사업용,보행자,보행자,남,주정차중,보행자 기타불명,보행자,0.0068
219896,남,교차로아님,맑음,건조,포장 건조,아니오,이륜차,보행자,평지,좌 커브곡각,좌,시도,기타단일로,안전운전의무불이행,안전모,보행자,기타불명,차대사람,아니오,17,80,목,주,이륜차,이륜차,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.1168
219906,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,69,73,금,야,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도내,보행자,0.1168
219922,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,66,64,일,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.0068
219923,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,51,75,일,주,비사업용 승용차,비사업용,보행자,보행자,남,좌회전중,보행자 기타불명,보행자,0.0068
219938,여,교차로사지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,66,76,화,주,비사업용 승용차,비사업용,보행자,보행자,여,좌회전중,보행자 기타불명,보행자,0.0068
219964,남,교차로아님,맑음,건조,포장 건조,아니오,화물차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,길가장자리구역통행중,차대사람 길가장자리구역통행중,아니오,55,87,토,주,사업용 화물차,사업용,보행자,보행자,여,직진중,보행자 길가장자리구역통행,보행자,0.0068
220007,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,기타불명,기타불명,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,39,80,토,주,비사업용 승용차,비사업용,보행자,보행자,남,좌회전중,보행자 기타불명,보행자,0.1168
220019,여,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,59,79,월,주,비사업용 승용차,비사업용,보행자,보행자,여,우회전중,보행자 도로위작업중,보행자,0.1168
220024,남,교차로아님,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,52,62,월,주,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 횡단보도외,보행자,0.1168
220034,남,교차로삼지,맑음,건조,포장 건조,아니오,승용차,보행자,평지,직선,직선,일반국도,교차로부근,기타불명,기타불명,보행자,기타불명,차대사람,아니오,36,74,화,주,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.1168
